Timestamp,Document Number,Vendor Name,Bill Reference,Status,Message,Row Number
2025-05-08 13:02:37,213103,OB-AP,,Success,Successfully processed and updated credit account,2
2025-05-08 13:02:39,214107,OB-AP,,Success,Successfully processed and updated credit account,3
2025-05-08 13:02:40,AddCB00000550,OB-AP,,Success,Successfully processed and updated credit account,8
2025-05-08 13:02:41,PV5609196,OB-AP,,Success,Successfully processed and updated credit account,4
2025-05-08 13:02:42,PV5611022,OB-AP,,Success,Successfully processed and updated credit account,5
2025-05-08 13:02:44,PV5612125,OB-AP,,Success,Successfully processed and updated credit account,6
2025-05-08 13:02:45,PV5806267,OB-AP,,Success,Successfully processed and updated credit account,7
2025-05-08 13:02:45,SMJV6707048,OB-AP,,Success,Successfully processed and updated credit account,9
2025-05-08 13:02:46,SMJV6707048,OB-AP,,Success,Successfully processed and updated credit account,10
2025-05-08 13:02:47,SMJV6707049,OB-AP,,Success,Successfully processed and updated credit account,11
2025-05-08 13:02:48,SMJV6707049,OB-AP,,Success,Successfully processed and updated credit account,12
2025-05-08 13:02:50,SMJV6708030,OB-AP,,Success,Successfully processed and updated credit account,13
2025-05-08 13:02:52,SMJV6708031,OB-AP,,Success,Successfully processed and updated credit account,14
