Timestamp,Document Number,Vendor Name,Bill Reference,Status,Message,Row Number
2025-05-08 12:00:05,213103,OB-AP,,Error,Failed to process line,2
2025-05-08 12:00:05,214107,OB-AP,,Error,Failed to process line,3
2025-05-08 12:00:05,AddCB00000550,OB-AP,,Error,Failed to process line,8
2025-05-08 12:00:06,PV5609196,OB-AP,,Error,Failed to process line,4
2025-05-08 12:00:06,PV5611022,OB-AP,,Error,Failed to process line,5
2025-05-08 12:00:06,PV5612125,OB-AP,,Error,Failed to process line,6
2025-05-08 12:00:06,PV5806267,OB-AP,,Error,Failed to process line,7
2025-05-08 12:00:06,SMJV6707048,OB-AP,,Error,Failed to process line,9
2025-05-08 12:00:07,SMJV6707048,OB-AP,,Error,Failed to process line,10
2025-05-08 12:00:07,SMJV6707049,OB-AP,,Error,Failed to process line,11
2025-05-08 12:00:07,SMJV6707049,OB-AP,,Error,Failed to process line,12
2025-05-08 12:00:07,SMJV6708030,OB-AP,,Error,Failed to process line,13
2025-05-08 12:00:08,SMJV6708031,OB-AP,,Error,Failed to process line,14
2025-05-08 12:00:08,SMJV6709025,OB-AP,,Error,Failed to process line,15
2025-05-08 12:00:08,SMJV6709027,OB-AP,,Error,Failed to process line,16
2025-05-08 12:00:08,SMJV6710023,OB-AP,,Error,Failed to process line,17
2025-05-08 12:00:09,SMJV6710024,OB-AP,,Error,Failed to process line,18
2025-05-08 12:00:09,SMJV6711020,OB-AP,,Error,Failed to process line,19
2025-05-08 12:00:09,SMJV6711022,OB-AP,,Error,Failed to process line,20
2025-05-08 12:00:09,SMJV6712031,OB-AP,,Error,Failed to process line,21
2025-05-08 12:00:09,SMJV6712034,OB-AP,,Error,Failed to process line,22
2025-05-08 12:00:10,SMJV6712051,OB-AP,,Error,Failed to process line,23
2025-05-08 12:00:10,SMJV6801015,OB-AP,,Error,Failed to process line,24
2025-05-08 12:00:10,SMJV6802016,OB-AP,,Error,Failed to process line,25
